"ID","Category","Nr","Orientation","Women_Valence","Women_Arousal","Men_Valence","Men_Arousal","Width","Height","Luminance","Contrast","JPEG_size80","LABL","LABA","LABB","Entropy","Description","Type"
"Male_017_v.jpg","Male",17,"v",4.45,4.7,3.8,4,1200,1600,74.3417,56.3546,276400,31.538,5.2385,7.6499,7.2051,NA,"Erotic"
"Male_020_v.jpg","Male",20,"v",6.25,4.8,3.95,3.25,1200,1600,190.5202,61.7412,157062,76.8132,4.0439,6.6188,7.1453,NA,"Erotic"
"Male_022_v.jpg","Male",22,"v",4.35,5.45,3.1,5.15,1200,1600,103.1871,52.5585,257785,43.1253,2.6258,12.346,7.6091,NA,"Erotic"
"Male_023_v.jpg","Male",23,"v",6.6,5.15,5.05,3,1200,1600,120.5579,59.4542,201176,51.0533,12.5798,16.3443,7.7168,NA,"Erotic"
"Male_024_h.jpg","Male",24,"h",6.6,5.15,4.5,2.6,1600,1200,83.0978,44.1672,201056,35.3457,11.8279,13.8626,7.3268,NA,"Erotic"
"Male_025_v.jpg","Male",25,"v",4.5,3.65,3.45,3.55,1200,1600,69.5268,60.357,267633,29.0652,2.7805,-0.966,6.8769,NA,"Erotic"
"Female_001_h.jpg","Female",1,"h",5.4,3.35,6.9,5.3,1600,1200,134.0912,49.2428,249227,58.36,27.1818,10.7039,7.2143,NA,"Erotic"
"Female_002_h.jpg","Female",2,"h",5.8,4.45,7.4,5.85,1600,1200,78.1128,57.3367,428384,32.6608,0.1224,13.5464,7.5265,NA,"Erotic"
"Female_003_v.jpg","Female",3,"v",5.4,4.85,7,5.1,1200,1600,175.388,54.6216,118707,71.1543,7.0815,2.7069,7.4449,NA,"Erotic"
"Female_004_v.jpg","Female",4,"v",5.85,3.6,7.25,5.8,1200,1600,164.0815,74.0566,218444,66.2497,2.2245,-3.4638,6.894,NA,"Erotic"
"Female_005_v.jpg","Female",5,"v",4.55,4.65,6.25,5.6,1200,1600,108.0089,70.3649,270082,44.8525,11.7249,10.9722,7.6863,NA,"Erotic"
"Female_006_v.jpg","Female",6,"v",5.1,3.25,7.1,5.7,1200,1600,154.6352,63.865,186016,63.1318,2.4502,14.6292,7.7492,NA,"Erotic"
"Female_008_v.jpg","Female",8,"v",5.45,3.75,6.4,4.7,1200,1600,129.3198,72.8334,155798,52.8173,1.2756,4.492,7.4938,NA,"Erotic"
"Female_009_h.jpg","Female",9,"h",5.1,4.7,6.9,5.55,1600,1200,101.9035,73.5278,176869,43.0143,11.341,22.514,6.6181,NA,"Erotic"
"Female_011_h.jpg","Female",11,"h",6.05,3.45,7.6,5.85,1600,1200,144.0886,56.5583,142606,59.689,7.0771,8.9211,7.4167,NA,"Erotic"
"Female_012_v.jpg","Female",12,"v",5.7,4.15,7.05,5.15,1200,1600,140.7359,65.0532,207243,57.6698,4.5309,8.2501,7.8207,NA,"Erotic"
"Female_013_h.jpg","Female",13,"h",5.25,4.5,6.85,5.5,1600,1200,52.0128,68.6277,137297,21.5101,3.4277,3.1779,4.6639,NA,"Erotic"
"Female_015_v.jpg","Female",15,"v",6.4,4.05,7.3,5.55,1200,1600,159.0171,53.402,171124,65.2389,8.0169,14.7847,7.5418,NA,"Erotic"
"Female_016_h.jpg","Female",16,"h",5.85,3.5,6.65,4.5,1600,1200,117.3297,37.7359,198286,52.7456,33.7434,20.4305,7.2035,NA,"Erotic"
"Female_017_v.jpg","Female",17,"v",5.3,4.7,7.2,5.75,1200,1600,72.0917,71.3798,261977,30.0066,11.5136,10.9459,7.3457,NA,"Erotic"
"Female_018_h.jpg","Female",18,"h",5.4,4.1,7.45,6.5,1600,1200,179.898,38.1936,275330,73.3265,3.457,12.5327,6.9748,NA,"Erotic"
"Female_019_h.jpg","Female",19,"h",5.1,4.15,6.4,5,1600,1200,110.5595,36.3153,254048,48.6266,23.4717,33.9492,7.1507,NA,"Erotic"
"Female_020_v.jpg","Female",20,"v",4.9,4.2,7.35,6.2,1200,1600,121.2187,36.7955,173444,50.7307,4.4367,4.5166,7.0191,NA,"Erotic"
"Female_021_h.jpg","Female",21,"h",4.3,4.45,7.1,6.3,1600,1200,152.4576,59.7605,237825,62.5048,8.8278,10.335,7.3816,NA,"Erotic"
"Female_022_h.jpg","Female",22,"h",4.5,5.5,7.05,6.1,1200,1600,136.3236,63.7769,216160,56.5834,15.4662,4.3765,7.3921,NA,"Erotic"
"Female_023_h.jpg","Female",23,"h",5.85,4.55,6.85,5.4,1600,1200,52.3322,63.53,214797,20.4158,1.8632,7.0814,6.0347,NA,"Erotic"
"Faces_160_v.jpg","Faces",160,"v",3.8,3.45,4.8,2.95,1200,1600,107.1774,85.794,145663,43.744,7.3603,10.0906,7.5611,"Woman","Non-erotic"
"Faces_184_h.jpg","Faces",184,"h",5.8,3.05,5.6,2.45,1600,1200,78.958,62.699,186474,33.5125,11.1965,23.2193,7.5512,"Woman","Non-erotic"
"Faces_234_h.jpg","Faces",234,"h",6.7,4.6,6.2,4,1600,1200,101.0152,67.2103,506847,41.9783,-3.0751,15.1934,7.8073,"Dancing People","Non-erotic"
"Faces_314_h.jpg","Faces",314,"h",5.75,2.9,5.25,3.3,1600,1200,146.4294,58.7845,255417,60.1728,-5.0633,-2.6592,7.6537,"Man Skateboarding","Non-erotic"
"Faces_328_v.jpg","Faces",328,"v",5.5,3.35,4.85,2.7,1200,1600,86.5058,57.6711,171031,35.5883,-0.3112,-1.7416,7.3988,"Couple","Non-erotic"
"Faces_330_v.jpg","Faces",330,"v",6.9,4.25,6.35,4.45,1200,1600,71.5767,41.7458,325837,30.0082,-0.4702,0.9357,7.2395,"People Showering","Non-erotic"
"Faces_335_h.jpg","Faces",335,"h",6.8,3.35,5.55,2.5,1600,1200,95.0537,76.9787,194229,38.8455,0.9408,3.6752,7.6725,"Couple","Non-erotic"
"Faces_349_h.jpg","Faces",349,"h",6.7,3.45,5.65,2.75,1600,1200,74.8055,59.0963,215553,30.7027,0.697,0.5981,7.5596,"People Smiling","Non-erotic"
"Faces_351_h.jpg","Faces",351,"h",7.05,4.65,7.1,4.5,1600,1200,86.1214,73.7229,170646,35.4262,2.8311,6.4751,7.3716,"Elderly Women","Non-erotic"
"Faces_352_h.jpg","Faces",352,"h",7,4.8,6.7,4.15,1600,1200,93.921,55.2244,293080,39.6994,1.4487,1.8242,7.6593,"People In The Swimming Pool","Non-erotic"
"People_056_h.jpg","People",56,"h",5.6,2.5,5.15,2.15,1600,1200,92.0716,68.5276,159859,37.8293,-0.427,2.1235,7.7565,"Man","Non-erotic"
"People_116_h.jpg","People",116,"h",7.6,5.15,6.55,3.95,1600,1200,87.9649,75.2758,324300,36.0174,-0.8448,-1.976,7.6169,"Beach","Non-erotic"
"People_132_h.jpg","People",132,"h",4.5,2.85,4.9,3.5,1600,1200,112.4219,57.9992,211838,46.8945,-2.9026,11.8506,7.5629,"Football Players","Non-erotic"
"People_146_h.jpg","People",146,"h",5.2,3,4.65,2.35,1600,1200,118.222,56.7789,343985,49.0548,-1.4558,4.264,7.6988,"Garbage Collectors","Non-erotic"
"People_157_h.jpg","People",157,"h",5.35,3.15,5.25,3.05,1600,1200,93.466,67.7615,400343,39.5283,4.2241,5.451,7.7856,"Elderly Woman","Non-erotic"
"People_169_h.jpg","People",169,"h",7.85,5.4,6.6,4.15,1600,1200,135.8424,81.4202,466618,54.9775,0.3259,3.9071,7.7471,"Elderly Couple","Non-erotic"
"People_172_v.jpg","People",172,"v",7.7,5.15,7.15,4.35,1200,1600,119.0166,56.3597,359216,49.9957,-8.8494,0.6884,7.6186,"Man Swinging","Non-erotic"
"People_176_h.jpg","People",176,"h",7.45,4.7,7.1,4.4,1600,1200,184.798,69.2438,271588,74.0151,0.256,0.081,6.6467,"Father And Child","Non-erotic"
"People_187_h.jpg","People",187,"h",7.35,4.75,6.9,4.55,1600,1200,118.9785,72.6593,445830,48.6317,-1.5361,3.8181,7.9149,"Woman Jumping","Non-erotic"
"People_190_h.jpg","People",190,"h",7.65,5.05,7.6,5,1600,1200,98.4291,55.7373,385125,43.0061,-0.7026,-13.3812,7.6983,"Diver","Non-erotic"
